OrderDate,Region,Category,Channel,Product,Units,UnitPrice,Discount,Revenue,Profit,CustomerSatisfaction
2024-04-14,West,Electronics,Retail,P-016,5,497.1,0.04,2386.08,182.51,4.67
2024-04-15,Central,Home,Online,P-036,2,698.16,0.08,1284.61,299.83,3.8
2024-04-18,East,Electronics,Wholesale,P-037,6,250.63,0.3,1052.65,193.8,4.14
2024-04-18,South,Beauty,Online,P-035,8,615.5,0.19,3988.44,1034.74,3.92
2024-04-18,South,Books,Online,P-015,10,560.53,0.23,4316.08,525.36,4.39
2024-04-19,West,Home,Online,P-019,1,36.39,0.33,24.38,5.05,2.77
2024-04-19,North,Electronics,Retail,P-005,5,434.79,0.05,2065.25,603.16,4.29
2024-04-19,North,Apparel,Online,P-038,11,635.43,0.32,4753.02,658.51,3.71
2024-04-19,South,Beauty,Online,P-014,6,178.94,0.28,773.02,255.88,4.9
2024-04-20,South,Apparel,Wholesale,P-006,5,285.32,0.17,1184.08,214.17,3.15
2024-04-20,West,Sports,Online,P-017,10,153.08,0.17,1270.56,135.79,4.56
2024-04-20,North,Electronics,Retail,P-008,2,268.32,0.31,370.28,101.01,3.64
2024-04-20,Central,Apparel,Retail,P-028,2,489.14,0.17,811.97,240.0,3.95
2024-04-21,North,Books,Online,P-017,2,791.5,0.18,1298.06,428.79,3.75
2024-04-21,West,Apparel,Online,P-029,9,507.07,0.29,3240.18,1249.53,2.64
2024-04-21,East,Books,Online,P-012,7,292.62,0.01,2027.86,749.3,3.3
2024-04-22,South,Books,Online,P-025,1,117.14,0.26,86.68,25.79,3.95
2024-04-22,Central,Sports,Online,P-040,11,552.65,0.04,5835.98,2073.28,3.64
2024-04-22,Central,Beauty,Retail,P-031,5,262.34,0.11,1167.41,220.38,4.09
2024-04-22,North,Beauty,Online,P-027,8,459.65,0.07,3419.8,756.25,3.8
2024-04-24,West,Home,Online,P-035,9,320.01,0.16,2419.28,751.09,4.83
2024-04-24,North,Books,Retail,P-016,7,792.57,0.2,4438.39,551.46,3.25
2024-04-25,East,Apparel,Retail,P-027,7,466.58,0.23,2514.87,953.03,2.84
2024-04-26,Central,Apparel,Online,P-005,2,409.61,0.11,729.11,276.65,3.55
2024-04-27,East,Apparel,Online,P-035,9,731.03,0.15,5592.38,1895.2,4.84
2024-04-28,North,Sports,Online,P-011,11,130.97,0.09,1311.01,195.23,3.18
2024-04-28,West,Apparel,Online,P-004,11,86.65,0.27,695.8,257.48,3.78
2024-04-28,North,Beauty,Online,P-014,2,50.77,0.02,99.51,7.91,2.56
2024-04-29,South,Electronics,Wholesale,P-023,1,342.39,0.26,253.37,44.65,3.56
2024-04-29,Central,Beauty,Wholesale,P-012,7,204.98,0.32,975.7,158.57,4.94
2024-04-29,Central,Books,Wholesale,P-028,9,453.86,0.35,2655.08,937.35,4.01
2024-04-30,East,Sports,Retail,P-019,9,107.57,0.11,861.64,163.58,3.66
2024-04-30,Central,Home,Retail,P-028,4,112.11,0.02,439.47,91.05,4.94
2024-04-30,East,Beauty,Retail,P-005,5,749.8,0.19,3036.69,1121.19,4.81
2024-05-01,Central,Apparel,Wholesale,P-032,5,133.85,0.05,635.79,82.26,4.27
2024-05-02,North,Beauty,Online,P-040,5,297.86,0.26,1102.08,425.41,4.4
2024-05-02,East,Apparel,Online,P-013,4,412.91,0.26,1222.21,472.69,4.66
2024-05-03,South,Electronics,Retail,P-015,5,179.87,0.31,620.55,143.65,4.68
2024-05-03,South,Apparel,Online,P-015,7,686.36,0.13,4179.93,699.97,3.45
2024-05-04,East,Home,Online,P-005,5,317.74,0.18,1302.73,282.35,3.16
2024-05-04,North,Beauty,Wholesale,P-010,10,781.84,0.04,7505.66,1924.56,3.3
2024-05-04,East,Books,Retail,P-021,9,535.81,0.18,3954.28,345.2,4.72
2024-05-04,Central,Home,Online,P-015,1,28.72,0.1,25.85,7.84,3.56
2024-05-05,East,Electronics,Online,P-019,2,367.43,0.19,595.24,155.81,4.64
2024-05-05,South,Sports,Online,P-031,2,794.19,0.26,1175.4,104.62,4.38
2024-05-05,East,Apparel,Wholesale,P-035,9,678.3,0.21,4822.71,1186.75,2.64
2024-05-07,North,Beauty,Online,P-010,2,402.16,0.12,707.8,100.81,3.02
2024-05-07,South,Electronics,Retail,P-025,7,228.67,0.06,1504.65,270.57,3.42
2024-05-07,North,Electronics,Retail,P-003,3,199.15,0.26,442.11,76.91,4.61
2024-05-07,Central,Sports,Online,P-010,1,535.62,0.22,417.78,97.62,4.1
2024-05-09,East,Books,Retail,P-036,6,72.59,0.21,344.08,68.27,3.6
2024-05-09,Central,Books,Online,P-020,2,524.2,0.04,1006.46,240.29,3.81
2024-05-09,Central,Electronics,Online,P-018,8,134.41,0.34,709.68,174.84,4.85
2024-05-09,West,Books,Wholesale,P-017,5,220.27,0.04,1057.3,420.06,3.58
2024-05-10,Central,Electronics,Online,P-035,7,774.76,0.25,4067.49,539.2,4.59
2024-05-10,West,Electronics,Retail,P-006,5,132.23,0.15,561.98,188.06,3.09
2024-05-11,West,Books,Online,P-037,2,21.83,0.24,33.18,12.22,4.71
2024-05-11,South,Beauty,Retail,P-001,4,231.18,0.24,702.79,71.48,5.0
2024-05-13,West,Electronics,Online,P-030,3,434.65,0.25,977.96,181.56,4.09
2024-05-13,Central,Books,Online,P-023,9,710.58,0.31,4412.7,1510.0,3.64
2024-05-14,Central,Apparel,Retail,P-014,8,277.09,0.01,2194.55,593.32,3.56
2024-05-14,South,Electronics,Online,P-006,5,673.43,0.01,3333.48,708.11,4.3
2024-05-15,East,Apparel,Retail,P-030,7,788.38,0.04,5297.91,360.86,2.85
2024-05-15,North,Electronics,Online,P-021,2,217.7,0.15,370.09,21.66,
2024-05-15,West,Beauty,Online,P-011,5,578.21,0.32,1965.91,356.71,4.65
2024-05-16,South,Electronics,Retail,P-001,11,19.75,0.09,197.7,43.38,3.69
2024-05-16,West,Sports,Retail,P-017,7,650.59,0.0,4554.13,1409.33,3.01
2024-05-18,North,Sports,Online,P-038,5,12.76,0.33,42.75,7.02,4.19
2024-05-18,North,Beauty,Online,P-024,5,585.36,0.16,2458.51,481.78,4.61
2024-05-19,West,Books,Online,P-023,9,569.49,0.27,3741.55,1369.79,2.88
2024-05-19,West,Home,Retail,P-001,11,555.05,0.27,4457.05,554.63,3.94
2024-05-21,West,Beauty,Online,P-032,8,426.98,0.14,2937.62,182.13,3.89
2024-05-22,West,Electronics,Online,P-028,4,575.35,0.24,1749.06,540.89,2.8
2024-05-23,North,Sports,Retail,P-018,8,346.18,0.16,2326.33,851.23,4.58
2024-05-23,West,Electronics,Online,P-020,1,531.85,0.3,372.3,146.81,3.91
2024-05-24,South,Sports,Wholesale,P-036,8,188.88,0.22,1178.61,142.43,2.89
2024-05-24,North,Electronics,Online,P-032,2,290.06,0.34,382.88,75.9,3.93
2024-05-24,Central,Books,Online,P-019,9,684.78,0.3,4314.11,1042.86,4.43
2024-05-24,East,Apparel,Online,P-026,5,653.04,0.14,2808.07,703.82,4.77
2024-05-25,North,Beauty,Retail,P-037,9,156.94,0.22,1101.72,190.93,3.45
2024-05-25,West,Apparel,Retail,P-001,3,581.23,0.01,1726.25,497.61,3.4
2024-05-25,East,Home,Wholesale,P-006,6,704.45,0.04,4057.63,1070.55,4.09
2024-05-26,East,Books,Online,P-040,10,642.3,0.13,5588.01,461.44,3.6
2024-05-26,East,Sports,Retail,P-002,4,386.62,0.21,1221.72,302.53,4.87
2024-05-26,South,Beauty,Retail,P-022,8,625.61,0.23,3853.76,684.79,3.15
2024-05-27,North,Electronics,Online,P-001,8,772.81,0.06,5811.53,314.85,3.58
2024-05-28,North,Beauty,Retail,P-018,1,456.39,0.02,447.26,74.59,
2024-05-28,North,Apparel,Retail,P-028,11,399.24,0.01,4347.72,934.83,2.95
2024-05-29,North,Electronics,Retail,P-035,11,58.84,0.09,588.99,43.95,2.72
2024-05-29,East,Home,Wholesale,P-011,1,484.25,0.31,334.13,61.32,3.3
2024-05-30,West,Apparel,Online,P-024,9,531.54,0.06,4496.83,248.35,
2024-06-01,Central,Apparel,Online,P-022,10,769.95,0.12,6775.56,1126.43,3.74
2024-06-01,East,Home,Retail,P-002,7,714.92,0.06,4704.17,1858.7,2.71
2024-06-01,South,Home,Retail,P-010,1,655.51,0.29,465.41,138.69,3.18
2024-06-02,North,Electronics,Retail,P-033,4,264.21,0.15,898.31,203.32,2.9
2024-06-02,East,Home,Wholesale,P-013,7,696.8,0.3,3414.32,584.65,3.42
2024-06-03,East,Books,Retail,P-023,9,189.92,0.01,1692.19,414.52,3.08
2024-06-04,South,Beauty,Online,P-002,2,607.91,0.06,1142.87,110.88,3.67
2024-06-04,North,Electronics,Online,P-025,8,113.23,0.05,860.55,72.88,
2024-06-06,North,Apparel,Retail,P-023,1,117.8,0.24,89.53,30.61,2.83
2024-06-07,Central,Beauty,Online,P-035,4,105.18,0.25,315.54,123.37,4.81
2024-06-07,West,Home,Retail,P-005,3,781.92,0.25,8244.863111843853,2098.5440612592124,3.07
2024-06-07,South,Sports,Retail,P-013,11,602.49,0.27,4837.99,886.72,4.59
2024-06-07,North,Books,Retail,P-003,3,568.35,0.09,1551.6,342.37,3.74
2024-06-07,North,Electronics,Wholesale,P-030,7,709.65,0.19,4023.72,1391.47,4.46
2024-06-09,Central,Home,Online,P-022,9,69.32,0.14,536.54,84.13,3.26
2024-06-09,South,Home,Retail,P-007,5,484.89,0.13,2109.27,652.76,3.14
2024-06-10,South,Apparel,Wholesale,P-038,11,37.31,0.24,311.91,41.82,3.86
2024-06-10,Central,Beauty,Online,P-018,2,280.91,0.22,438.22,93.22,2.64
2024-06-10,South,Apparel,Online,P-003,10,412.7,0.3,2888.9,194.04,2.96
2024-06-10,North,Apparel,Online,P-025,3,42.02,0.01,124.8,15.22,
2024-06-11,South,Home,Online,P-003,9,574.33,0.16,4341.93,270.52,4.57
2024-06-11,East,Beauty,Wholesale,P-021,8,348.21,0.14,2395.68,254.09,4.19
2024-06-11,East,Beauty,Online,P-021,4,191.61,0.06,720.45,149.61,3.03
2024-06-12,Central,Beauty,Retail,P-001,5,531.82,0.09,2419.78,606.54,4.72
2024-06-12,West,Home,Online,P-007,9,187.72,0.05,1605.01,573.04,3.37
2024-06-13,North,Apparel,Online,P-016,4,117.42,0.09,427.41,131.4,3.69
2024-06-13,South,Electronics,Retail,P-001,4,118.39,0.31,326.76,28.83,4.43
2024-06-14,West,Apparel,Online,P-023,3,568.13,0.23,1312.38,220.38,4.31
2024-06-15,North,Home,Wholesale,P-021,1,256.0,0.23,197.12,69.15,3.13
2024-06-16,West,Apparel,Online,P-015,4,202.25,0.2,647.2,87.79,4.63
2024-06-16,South,Electronics,Wholesale,P-037,10,646.87,0.08,5951.2,919.19,3.9
2024-06-17,South,Beauty,Retail,P-040,9,429.88,0.19,3133.83,1129.5,4.02
2024-06-17,Central,Books,Online,P-009,11,21.65,0.32,161.94,9.47,4.9
2024-06-17,South,Books,Retail,P-035,11,175.84,0.07,1798.84,547.03,3.61
2024-06-18,West,Sports,Online,P-021,7,575.32,0.02,3946.7,197.35,3.92
2024-06-19,South,Electronics,Online,P-038,4,185.43,0.19,600.79,190.4,4.39
2024-06-19,Central,Books,Online,P-038,3,11.02,0.33,22.15,2.51,3.41
2024-06-20,Central,Electronics,Wholesale,P-024,8,707.99,0.19,4587.78,1448.96,2.94
2024-06-20,South,Beauty,Online,P-024,6,766.06,0.14,3952.87,1395.76,2.76
2024-06-20,North,Books,Online,P-030,4,218.81,0.28,630.17,110.77,3.29
2024-06-21,South,Apparel,Online,P-002,9,545.03,0.23,3777.06,1231.92,2.52
2024-06-21,East,Beauty,Online,P-031,2,684.7,0.2,1095.52,194.1,4.2
2024-06-21,North,Electronics,Retail,P-032,11,18.01,0.02,194.15,70.17,3.89
2024-06-21,East,Home,Online,P-017,1,243.91,0.23,187.81,75.04,4.14
2024-06-21,North,Apparel,Online,P-009,1,722.24,0.27,527.24,157.61,2.91
2024-06-21,Central,Electronics,Online,P-036,4,205.67,0.1,740.41,38.67,3.28
2024-06-22,West,Electronics,Online,P-013,1,641.0,0.27,467.93,146.16,2.91
2024-06-22,North,Apparel,Online,P-036,9,709.13,0.26,4722.81,606.98,4.03
2024-06-22,Central,Beauty,Retail,P-037,11,636.08,0.23,5387.6,1442.65,2.66
2024-06-22,North,Beauty,Online,P-016,3,327.2,0.22,765.65,217.93,4.52
2024-06-23,North,Sports,Retail,P-008,9,358.88,0.2,2583.94,315.64,4.86
2024-06-23,East,Electronics,Online,P-025,11,77.84,0.05,813.43,281.01,3.09
2024-06-23,South,Apparel,Online,P-007,11,224.64,0.26,1828.57,533.26,3.7
2024-06-23,South,Beauty,Retail,P-018,2,383.42,0.16,644.15,42.8,2.95
2024-06-24,North,Apparel,Online,P-029,2,577.74,0.21,912.83,260.12,4.11
2024-06-25,West,Apparel,Retail,P-018,1,593.27,0.09,539.88,134.29,4.58
2024-06-26,Central,Electronics,Retail,P-010,4,571.99,0.19,1853.25,327.59,2.51
2024-06-26,East,Sports,Online,P-040,7,648.47,0.3,3177.5,195.89,4.51
2024-06-26,West,Sports,Online,P-020,7,504.47,0.08,3248.79,1233.44,4.98
2024-06-27,North,Home,Online,P-031,11,328.48,0.1,3251.95,1205.97,3.68
2024-06-27,North,Apparel,Wholesale,P-026,9,269.31,0.29,1720.89,605.21,3.89
2024-06-28,South,Electronics,Retail,P-022,4,127.27,0.25,381.81,77.39,3.62
2024-06-29,West,Home,Wholesale,P-035,11,701.82,0.27,5635.61,626.33,4.13
2024-06-29,South,Beauty,Online,P-016,6,117.96,0.19,573.29,154.97,3.89
2024-06-30,East,Beauty,Online,P-017,1,574.95,0.24,436.96,63.71,3.86
2024-06-30,North,Sports,Retail,P-035,7,382.92,0.26,1983.53,147.69,4.91
2024-07-01,North,Books,Wholesale,P-019,7,131.99,0.02,905.45,217.64,2.83
2024-07-01,North,Home,Retail,P-025,10,305.34,0.17,2534.32,370.75,3.06
2024-07-02,South,Apparel,Online,P-036,8,766.2,0.24,4658.5,648.77,3.17
2024-07-03,South,Beauty,Retail,P-022,11,680.83,0.03,7264.46,2612.91,3.73
2024-07-03,West,Electronics,Online,P-003,3,307.65,0.15,784.51,196.36,
2024-07-05,East,Sports,Retail,P-007,8,274.99,0.23,1693.94,660.05,2.85
2024-07-06,East,Apparel,Online,P-015,9,249.83,0.28,1618.9,257.32,2.73
2024-07-06,East,Sports,Online,P-037,7,750.67,0.19,4256.3,914.24,3.15
2024-07-07,East,Apparel,Online,P-006,5,188.27,0.08,866.04,318.94,4.49
2024-07-07,South,Books,Wholesale,P-004,11,14.42,0.13,138.0,13.63,3.55
2024-07-08,Central,Electronics,Online,P-003,3,370.49,0.06,1044.78,141.83,3.81
2024-07-08,West,Electronics,Retail,P-002,11,351.16,0.31,2665.3,216.47,4.02
2024-07-09,Central,Home,Retail,P-012,10,785.94,0.12,6916.27,1528.82,4.28
2024-07-09,North,Beauty,Retail,P-017,7,504.62,0.24,2684.58,415.39,3.83
2024-07-10,East,Home,Online,P-010,6,570.79,0.24,2602.8,301.31,4.91
2024-07-10,West,Apparel,Online,P-025,4,343.66,0.22,1072.22,370.64,4.17
2024-07-10,West,Beauty,Online,P-018,5,296.08,0.34,977.06,180.08,2.82
2024-07-11,South,Books,Retail,P-019,1,507.96,0.21,401.29,132.22,3.82
2024-07-11,West,Home,Online,P-015,7,322.66,0.06,2123.1,571.2,2.57
2024-07-12,South,Apparel,Online,P-033,8,14.28,0.32,77.68,20.47,4.44
2024-07-12,North,Beauty,Online,P-023,6,26.23,0.23,121.18,46.62,3.11
2024-07-13,Central,Beauty,Online,P-034,3,483.83,0.3,1016.04,202.16,4.15
2024-07-13,South,Books,Retail,P-019,7,538.89,0.28,2716.01,676.32,3.73
2024-07-14,South,Books,Online,P-006,11,285.41,0.22,2448.82,573.82,3.74
2024-07-15,South,Beauty,Online,P-007,9,484.26,0.16,3661.01,305.43,3.18
2024-07-15,South,Beauty,Retail,P-021,2,613.4,0.09,1116.39,77.76,4.91
2024-07-16,West,Books,Online,P-019,8,506.3,0.21,3199.82,1127.05,3.07
2024-07-16,North,Home,Wholesale,P-005,5,144.72,0.11,644.0,231.38,3.45
2024-07-16,North,Electronics,Online,P-038,1,600.2,0.24,456.15,40.0,4.47
2024-07-17,South,Beauty,Online,P-026,5,266.56,0.13,1159.54,433.73,4.94
2024-07-17,South,Apparel,Wholesale,P-024,8,120.89,0.26,715.67,132.99,4.18
2024-07-17,Central,Sports,Online,P-040,9,564.62,0.24,3862.0,1235.05,2.67
2024-07-17,East,Apparel,Retail,P-003,4,319.84,0.33,857.17,50.29,4.11
2024-07-18,South,Electronics,Retail,P-010,10,528.84,0.28,3807.65,815.58,4.99
2024-07-18,South,Books,Retail,P-001,6,103.9,0.26,461.32,62.79,4.44
2024-07-19,West,Apparel,Online,P-036,3,114.39,0.06,322.58,51.14,3.78
2024-07-19,North,Apparel,Retail,P-012,5,638.89,0.21,2523.62,281.83,2.96
2024-07-21,Central,Electronics,Online,P-027,10,138.24,0.24,1050.62,55.72,3.59
2024-07-21,West,Books,Retail,P-025,8,239.01,0.23,1472.3,75.34,
2024-07-21,Central,Books,Retail,P-040,1,174.07,0.22,135.77,38.26,4.04
2024-07-21,Central,Apparel,Wholesale,P-031,7,627.23,0.32,2985.61,638.27,2.94
2024-07-21,West,Home,Online,P-021,9,406.43,0.07,3401.82,1321.36,2.63
2024-07-22,West,Books,Online,P-018,4,100.37,0.06,377.39,44.66,4.77
2024-07-22,East,Home,Online,P-028,10,678.38,0.23,5223.53,1623.46,3.79
2024-07-22,West,Beauty,Online,P-030,5,406.68,0.0,2033.4,381.35,4.21
2024-07-23,South,Beauty,Retail,P-025,5,517.88,0.34,1709.0,403.07,4.97
2024-07-23,West,Apparel,Online,P-019,6,784.02,0.27,3434.01,413.91,4.47
2024-07-23,North,Apparel,Online,P-020,4,705.24,0.05,2679.91,419.14,2.68
2024-07-23,East,Apparel,Online,P-017,7,327.98,0.21,1813.73,454.08,2.94
2024-07-23,South,Apparel,Retail,P-034,8,221.23,0.19,1433.57,245.24,4.94
2024-07-23,West,Apparel,Online,P-030,7,312.3,0.26,1617.71,287.43,4.54
2024-07-23,East,Beauty,Online,P-005,10,406.8,0.16,3417.12,1003.28,2.88
2024-07-24,North,Sports,Online,P-035,5,672.52,0.07,3127.22,947.52,3.34
2024-07-24,South,Beauty,Online,P-019,10,631.79,0.05,6002.0,1176.86,2.88
2024-07-24,West,Sports,Online,P-008,7,620.53,0.04,4169.96,1476.06,2.95
2024-07-25,Central,Apparel,Online,P-016,7,385.64,0.28,1943.63,200.75,3.12
2024-07-25,South,Sports,Online,P-008,6,528.57,0.31,2188.28,144.95,4.26
2024-07-26,Central,Sports,Online,P-002,2,45.89,0.31,63.33,24.78,4.63
2024-07-26,East,Beauty,Retail,P-004,10,412.5,0.33,2763.75,750.59,2.77
2024-07-26,South,Home,Online,P-004,4,745.88,0.19,2416.65,465.52,2.78
2024-07-26,North,Apparel,Online,P-015,1,526.25,0.3,368.38,71.65,2.72
2024-07-26,South,Electronics,Retail,P-038,1,670.1,0.09,609.79,236.59,3.61
2024-07-27,East,Books,Retail,P-012,9,344.93,0.09,2824.98,740.26,3.9
2024-07-27,East,Apparel,Online,P-021,11,576.37,0.07,5896.27,1698.83,2.76
2024-07-27,North,Sports,Retail,P-008,5,56.35,0.18,231.04,79.85,3.04
2024-07-28,Central,Beauty,Retail,P-021,1,496.84,0.1,447.16,120.03,4.97
2024-07-28,Central,Apparel,Online,P-017,8,743.86,0.12,5236.77,1381.42,2.77
2024-07-28,East,Home,Retail,P-001,8,773.73,0.34,4085.29,1246.73,4.58
2024-07-28,West,Home,Wholesale,P-024,8,55.63,0.25,333.78,55.81,4.48
2024-07-29,North,Beauty,Retail,P-038,7,311.77,0.15,1855.03,180.32,3.56
2024-07-30,Central,Apparel,Online,P-039,10,390.87,0.09,3556.92,1389.44,2.65
2024-08-01,North,Apparel,Retail,P-031,10,701.6,0.25,5262.0,1223.63,2.61
2024-08-01,Central,Electronics,Retail,P-037,7,637.17,0.27,3255.94,858.45,3.95
2024-08-01,South,Electronics,Online,P-003,7,480.05,0.14,2889.9,668.69,3.6
2024-08-02,West,Apparel,Online,P-018,7,492.59,0.29,2448.17,393.02,2.97
2024-08-02,South,Books,Online,P-040,3,113.07,0.0,339.21,74.38,3.64
2024-08-02,West,Beauty,Online,P-015,3,709.08,0.12,1871.97,738.84,2.96
2024-08-03,South,Home,Online,P-021,6,84.94,0.33,341.46,113.1,2.73
2024-08-03,North,Sports,Online,P-005,9,735.68,0.23,5098.26,640.77,3.43
2024-08-03,North,Electronics,Retail,P-009,1,270.06,0.04,259.26,15.31,
2024-08-03,North,Beauty,Retail,P-013,7,56.44,0.3,276.56,31.8,4.29
2024-08-04,West,Home,Retail,P-010,8,590.59,0.34,3118.32,852.68,4.22
2024-08-04,North,Apparel,Retail,P-010,9,349.41,0.31,2169.84,663.11,4.25
2024-08-06,West,Apparel,Retail,P-026,7,672.94,0.02,4616.37,1018.96,4.45
2024-08-06,North,Sports,Online,P-018,7,781.47,0.19,4430.93,1011.2,3.37
2024-08-07,South,Home,Online,P-012,5,98.75,0.06,464.12,104.48,4.2
2024-08-07,North,Beauty,Retail,P-010,7,210.78,0.12,1298.4,394.11,3.39
2024-08-07,South,Beauty,Online,P-023,7,114.85,0.09,731.59,281.23,3.63
2024-08-07,Central,Books,Online,P-011,7,288.72,0.33,1354.1,70.31,4.12
2024-08-08,North,Books,Online,P-014,10,303.04,0.31,2090.98,615.52,4.27
2024-08-08,North,Apparel,Online,P-023,2,599.09,0.05,1138.27,334.58,3.74
2024-08-08,East,Apparel,Wholesale,P-020,7,285.78,0.3,1400.32,307.59,3.21
2024-08-08,West,Electronics,Online,P-040,4,50.25,0.07,186.93,69.15,4.34
2024-08-09,North,Sports,Online,P-039,11,566.79,0.06,5860.61,1582.97,4.59
2024-08-09,North,Home,Retail,P-032,10,692.16,0.14,5952.58,2212.66,4.33
2024-08-10,Central,Apparel,Wholesale,P-020,1,677.34,0.18,555.42,121.15,3.87
2024-08-10,West,Electronics,Wholesale,P-011,7,102.02,0.32,485.62,116.32,2.66
2024-08-10,North,Home,Online,P-030,11,489.69,0.05,5117.26,429.61,4.12
2024-08-10,South,Sports,Online,P-008,11,424.82,0.31,3224.38,921.2,3.38
2024-08-10,South,Books,Retail,P-037,9,322.05,0.15,2463.68,503.12,4.22
2024-08-12,North,Apparel,Online,P-015,9,529.8,0.2,3814.56,200.89,3.04
2024-08-12,North,Apparel,Online,P-023,7,578.55,0.25,3037.39,582.68,4.23
2024-08-13,East,Electronics,Wholesale,P-028,11,227.38,0.19,2025.96,143.45,4.17
2024-08-13,West,Books,Online,P-014,11,309.45,0.12,2995.48,1018.15,2.87
2024-08-13,East,Electronics,Retail,P-029,9,393.58,0.04,3400.53,1357.0,3.04
2024-08-13,East,Beauty,Retail,P-014,3,597.09,0.01,1773.36,536.01,3.75
2024-08-13,South,Sports,Retail,P-024,4,54.17,0.29,153.84,16.87,2.82
2024-08-16,Central,Electronics,Wholesale,P-010,3,750.48,0.06,2116.35,272.76,4.3
2024-08-17,East,Electronics,Online,P-039,6,157.51,0.16,793.85,174.64,2.94
2024-08-17,Central,Sports,Retail,P-034,3,525.38,0.16,1323.96,250.29,3.52
2024-08-19,Central,Beauty,Wholesale,P-017,2,604.16,0.13,1051.24,349.63,3.13
2024-08-19,North,Home,Online,P-014,7,482.87,0.02,3312.49,757.4,2.84
2024-08-21,West,Apparel,Online,P-027,3,169.44,0.01,503.24,91.82,3.33
2024-08-21,North,Electronics,Retail,P-011,9,418.91,0.04,3619.38,181.69,2.91
2024-08-22,North,Apparel,Retail,P-018,4,735.55,0.11,2618.56,467.97,4.24
2024-08-22,Central,Beauty,Wholesale,P-001,7,249.37,0.08,1605.94,376.85,3.98
2024-08-22,East,Books,Retail,P-004,4,89.36,0.05,339.57,42.48,4.62
2024-08-23,South,Electronics,Retail,P-008,3,27.7,0.23,63.99,8.65,3.22
2024-08-23,North,Electronics,Retail,P-005,10,102.27,0.27,746.57,253.42,2.98
2024-08-25,East,Home,Online,P-021,6,183.47,0.14,946.71,216.65,2.7
2024-08-25,North,Sports,Online,P-009,7,469.63,0.0,3287.41,216.09,4.9
2024-08-25,North,Beauty,Wholesale,P-035,2,96.18,0.02,188.51,48.08,4.01
2024-08-26,Central,Electronics,Wholesale,P-018,4,588.41,0.24,1788.77,203.85,3.32
2024-08-26,North,Books,Online,P-034,8,404.66,0.28,2330.84,417.09,4.28
2024-08-26,North,Beauty,Retail,P-018,9,742.0,0.09,6076.98,1444.48,2.67
2024-08-27,West,Beauty,Online,P-020,11,673.5,0.32,5037.78,1361.26,4.67
2024-08-27,South,Sports,Online,P-031,11,234.8,0.29,1833.79,451.54,3.5
2024-08-28,West,Apparel,Online,P-033,1,380.9,0.24,289.48,76.57,4.93
2024-08-28,East,Beauty,Retail,P-009,4,377.55,0.31,1042.04,182.58,3.51
2024-08-29,South,Books,Wholesale,P-035,9,111.42,0.08,922.56,310.18,3.42
2024-08-29,South,Sports,Online,P-026,3,214.48,0.33,431.1,111.75,4.14
2024-08-30,North,Beauty,Wholesale,P-009,9,446.76,0.35,2613.55,418.08,4.92
2024-08-30,West,Sports,Retail,P-002,5,75.8,0.28,272.88,33.45,4.44
2024-08-30,East,Apparel,Wholesale,P-015,9,586.1,0.15,4483.66,890.34,4.21
2024-08-31,West,Books,Retail,P-039,4,575.01,0.1,2070.04,786.73,2.81
2024-08-31,East,Books,Retail,P-020,11,485.39,0.22,4164.65,300.84,3.41
2024-09-01,South,Books,Retail,P-039,6,388.32,0.23,1794.04,112.44,3.07
2024-09-02,East,Books,Online,P-005,9,161.89,0.19,1180.18,131.08,3.55
2024-09-02,East,Home,Online,P-031,6,765.15,0.05,4361.35,1307.6,2.86
2024-09-03,Central,Electronics,Retail,P-021,1,692.44,0.16,581.65,186.52,4.89
2024-09-03,North,Sports,Online,P-027,6,774.37,0.2,3716.98,320.06,4.65
2024-09-03,East,Books,Online,P-011,7,44.3,0.26,229.47,74.61,2.93
2024-09-04,North,Sports,Wholesale,P-013,2,607.83,0.13,1057.62,352.44,3.36
2024-09-05,Central,Sports,Retail,P-031,7,465.35,0.23,2508.24,251.03,3.83
2024-09-05,North,Sports,Online,P-005,6,597.64,0.13,3119.68,932.44,4.42
2024-09-05,Central,Apparel,Wholesale,P-037,8,239.76,0.12,1687.91,181.0,4.43
2024-09-05,South,Beauty,Online,P-031,8,413.25,0.04,3173.76,810.51,4.62
2024-09-05,South,Books,Wholesale,P-019,1,151.7,0.24,115.29,15.86,3.42
2024-09-06,Central,Beauty,Wholesale,P-022,11,391.34,0.15,3659.03,1459.05,3.98
2024-09-06,East,Electronics,Retail,P-029,4,496.85,0.29,1411.05,135.5,4.64
2024-09-06,South,Electronics,Retail,P-033,10,29.0,0.22,226.2,72.37,4.67
2024-09-07,North,Books,Retail,P-024,8,671.19,0.31,3704.97,379.7,3.3
2024-09-07,West,Sports,Online,P-013,8,798.23,0.02,6258.12,974.45,3.54
2024-09-07,South,Books,Online,P-013,7,415.82,0.04,2794.31,273.69,3.29
2024-09-08,North,Sports,Online,P-014,10,84.96,0.11,756.14,74.27,3.41
2024-09-08,North,Beauty,Retail,P-005,5,340.53,0.11,1515.36,331.42,3.72
2024-09-09,West,Apparel,Wholesale,P-027,10,427.48,0.19,3462.59,243.45,4.47
2024-09-09,West,Books,Retail,P-005,2,417.95,0.09,760.67,245.08,3.51
2024-09-09,North,Electronics,Online,P-029,1,285.08,0.21,225.21,33.28,3.25
2024-09-10,East,Books,Retail,P-014,7,634.35,0.29,3152.72,761.5,4.18
